Title,Acronym,CORE2023,CORE2021,CORE2020,CORE2018,CORE2017,CORE2014,CORE2013,ERA2010,h5_index,h5_median
"International Symposium on Data, privacy and E-Commerce",ISDPE,,,,C,C,C,C,C,,
International Symposium on Distributed Computing (was WDAG),DISC,A,A,A,A,A,A,A,A,24.0,35.0
International Symposium on Distributed Simulation and Real Time Applications,DS-RT,C,C,B,B,B,B,B,B,14.0,21.0
International Symposium on Empirical Software Engineering,ISESE,,,,B,B,B,B,B,63.0,85.0
International Symposium on Empirical Software Engineering and Measurement,ESEM,A,A,A,A,A,A,A,A,28.0,45.0
International Symposium on Experimental Algorithms,SEA,B,B,B,B,B,B,B,B,9.0,13.0
International Symposium on Formal Methods (was Formal Methods Europe FME),FM,A,A,A,A,A,A,A,A,20.0,26.0
International Symposium on Foundations of Intelligent Systems,ISMIS,C,C,C,C,C,C,C,C,7.0,10.0
International Symposium on Functional and Logic Programming,FLOPS,National: Japan,National: Japan,National: Japan,A,A,A,A,A,,
International Symposium on Fundamentals of Computation Theory,FCT,B,B,A,A,A,A,A,A,,
International Symposium on Future Software Technology,ISFST,,,,C,C,C,C,C,,
International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,C,C,C,C,C,C,C,C,,
International Symposium on High Performance Computer Architecture,HPCA,A*,A*,A*,A*,A*,A*,A*,A,50.0,86.0
International Symposium on Information Assurance and Security,IAS,C,C,C,C,C,C,C,C,,
International Symposium on Information Processing,ISIP,,,,C,C,C,C,C,48.0,59.0
International Symposium on Information Theory and Its Applications,ISITA,C,B,B,B,B,B,B,B,20.0,27.0
International Symposium on Information and Communication Technologies,ISICT,,,C,C,C,C,C,C,31.0,39.0
International Symposium on Innovations in Intelligent Systems and Applications,INISTA,C,C,C,C,C,C,C,C,20.0,30.0
"International Symposium on Intelligent Multimedia, Video and Speech Processing",ISIMP,,,,,,C,C,C,,
International Symposium on Intelligent Systems and Informatics,SISY,National: serbia,National: serbia,National: serbia,C,C,C,C,C,27.0,67.0
International Symposium on Intelligent and Interactive Multimedia: Systems and Services,KES IIMSS,,,C,C,C,C,C,C,,
International Symposium on Latin American Theoretical Informatics,LATIN,B,B,B,B,B,B,B,B,,
"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,C,C,C,C,C,C,C,C,18.0,23.0
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,C,B,B,B,B,B,B,B,,
International Symposium on Mathematical Foundations of Computer Science,MFCS,A,A,A,A,A,A,A,A,19.0,24.0
International Symposium on Mathematical Morphology,ISMM,,,,B,B,B,B,B,,
International Symposium on Memory Management,ISMM,C,C,A,A,A,A,A,A,,
International Symposium on Microarchitecture,MICRO,TBR,,,A,A,A,A,,61.0,96.0
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,B,B,B,B,B,B,B,B,16.0,29.0
"International Symposium on Networks, Computers and Communications",ISNCC,C,C,Unranked,Unranked,,,,,28.0,36.0
International Symposium on Neural Networks,ISNN,C,C,C,C,C,C,C,C,95.0,146.0
"International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",Onward,C,C,C,C,C,C,C,C,,
International Symposium on Next Generation Data Base Systems and Applications,NGDB,,,,C,C,C,C,C,,
International Symposium on Object Technologies for Advanced Software,ISOTAS,,,,C,C,C,C,C,,
International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,C,C,B,B,B,B,B,B,,
"International Symposium on Parallel Architectures, Algorithms and Networks",I-SPAN,,,B,B,B,B,B,B,,
International Symposium on Parallel and Distributed Computing,ISPDC,C,C,C,C,C,C,C,C,67.0,102.0
International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,B,B,B,B,B,B,B,B,17.0,24.0
International Symposium on Physical Design,PHYSDES,,,,C,C,C,C,,18.0,29.0
International Symposium on Robotics,ISR,,,,A,A,A,A,A,41.0,67.0
International Symposium on Robotics Research,ISRR,C,A,A,A,A,A,A,A,,
International Symposium on Search Based Software Engineering,SSBSE,B,B,,,,,,,,
International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,A,A,,,,,,,21.0,35.0
"International Symposium on Software Engineering: Theories, Tools, and Applications",SETTA,National:China,National:China,,,,,,,,
International Symposium on Software Reliability Engineering,ISSRE,A,A,A,A,A,A,A,A,28.0,41.0
International Symposium on Software Testing and Analysis,ISSTA,A,A,A,A,A,A,A,A,45.0,77.0
International Symposium on Spatial Data Handling,SDH,C,C,C,C,C,C,C,C,,
International Symposium on Spatial Data Infrastructures,ISSDI,,,,C,C,C,C,C,,
International Symposium on Spatial Data Quality,ISSDQ,C,C,C,C,C,C,C,C,,
International Symposium on Spatial and Temporal Databases,SSTD,B,B,A,A,A,A,A,A,,
International Symposium on String Processing and Information Retrieval,SPIRE,C,B,B,B,B,B,B,B,13.0,16.0
International Symposium on Symbolic and Algebraic Computation,ISSAC,A,A,A*,A*,A*,A*,A*,A,14.0,18.0
International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,National: romania,National: romania,National: romania,C,C,C,C,C,10.0,13.0
International Symposium on Technology and Society,ISTAS,C,C,C,C,C,C,C,C,110.0,170.0
International Symposium on Temporal Representation and Reasoning,TIME,C,B,B,B,B,B,A,A,,
International Symposium on Theoretical Aspects of Computer Science,STACS,A,A,A,A,B,B,B,B,20.0,25.0
International Symposium on Theoretical Aspects of Software Engineering,TASE,National: China,National: China,National: China,C,C,C,C,C,9.0,15.0
International Symposium on Ubiquitous Virtual Reality,ISUVR,National: S. Korea,National: S. Korea,National: S. Korea,C,C,C,C,C,,
International Symposium on Visual Computing,ISVC,National: USA,National: USA,National: USA,C,C,C,C,C,18.0,28.0
International Symposium on Voronoi diagrams in Science and Engineering,ISVD,,,,C,C,C,C,C,,
International Symposium on the Mathematical Theory of Networks and Systems,MTNS,C,C,C,C,C,C,C,C,,
International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,Australasian C,Australasian C,Australasian C,Australasian,Australasian,Australasian,Australasian,C,14.0,20.0
International Teletraffic Congress,ITC,Unranked,Unranked,Unranked,Unranked,,,,,,
International Visualization in Transportation Symposium,TRB,National: USA,National: USA,National: USA,C,C,C,C,C,,
International Web Conference,IWC,,,,C,C,C,C,C,77.0,130.0
International Wordnet Conference (Global Wordnet Conference),GWC,C,C,C,C,C,C,C,C,13.0,22.0
International Work-Conference on Artificial and Natural Neural Networks,IWANN,National: Spain,National: Spain,National: Spain,B,B,B,B,B,16.0,26.0
International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,National,National,National:Spain,National:Spain,,,,,13.0,19.0
International Workshop in Software Measurement (Joined with Mensura from 2007),IWSM,,,,,,C,C,C,,
International Workshop of the Initiative for the Evaluation of XML Retrieval,INEX,,,,C,C,C,C,C,,
International Workshop on Abstract State Machines,ASM(W),,,,C,C,C,C,C,,
International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications,AAA-IDEA,,,,C,C,C,C,C,,
International Workshop on Agents and Data Mining Interaction,ADMI,,,B,B,B,B,B,B,,
International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,National,National,,,,,,,,
"International Workshop on Aliasing, Confinement and Ownership",IWACO,,,,C,C,C,C,C,,
International Workshop on Ant Colony,ANTS,,,,B,B,B,B,B,,
International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,A,A,A,A,A,A,A,A,,
International Workshop on Artificial Intelligence and Statistics,WAIS,,,,B,B,B,B,,100.0,162.0
International Workshop on Boolean Functions: Cryptography and Applications,BFCA,,,,C,C,C,C,C,,
International Workshop on Business Process Design,BPD,,,,C,C,C,C,C,,
International Workshop on Business Process Intelligence,BPI,,,,C,C,C,C,C,,
"International Workshop on Business Process Modelling, Development, and Support",BPMDS,,,,C,C,C,C,C,,
International Workshop on C# and .NET Technologies,C#,,,,C,C,C,C,C,,
International Workshop on Coding and Cryptography,WCC,,,B,B,B,B,B,B,,
International Workshop on Combinations of Intelligent Methods and Applications,CIMA,C,C,C,C,C,C,C,C,,
International Workshop on Combinatorial Algorithm,IWOCA,C,B,B,B,B,B,B,B,11.0,14.0
International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,C,C,C,C,C,C,C,C,,
International Workshop on Comparative Evaluation in Requirements Engineering,CERE,,,,C,C,C,C,C,,
International Workshop on Computer-Aided Software Eng,IWCASE,,,,B,B,B,B,B,,
"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,C,B,B,B,B,B,B,,,
International Workshop on Critical Information Infrastructures Security,CRITIS,C,C,C,C,C,C,C,C,,
International Workshop on Data Management on New Hardware,DaMoN,C,C,,,,,,,,
International Workshop on Data Warehousing and OLAP,DOLAP,C,B,B,B,B,B,B,B,,
International Workshop on Developments in Computational Models,DCM,,,C,C,C,C,C,C,,
International Workshop on Digital Watermarking,IWDW,C,C,C,C,C,C,C,C,10.0,18.0
International Workshop on Distributed Object Management,IWDOM,,,,C,C,C,C,C,,
International Workshop on Document Analysis Systems,DAS,B,B,B,B,B,B,B,,,
International Workshop on Domain Driven Data Mining,DDDM,,,,C,C,C,C,C,,
International Workshop on Economics-Driven Software Engineering Research,EDSER,,,,C,C,C,C,C,,
International Workshop on Efficient Algorithms,WEA,,,,B,B,B,B,B,,
International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,C,C,C,C,C,C,C,C,,
International Workshop on Entertainment Computing,WEC,,,,C,C,C,C,C,32.0,46.0
International Workshop on Evolution and Change in Data Management,ECDM,,,,C,C,C,C,C,,
International Workshop on Fast Software Encryption,FSE,Journal Published,B,B,B,B,B,B,B,,
International Workshop on Formal Methods for Parallel Programming: Theory and Applications,FMPPTA,,,,C,C,C,C,C,,
International Workshop on Formal Methods for interactive Systems,FMIS,C,C,C,C,C,C,C,C,,
International Workshop on Foundations of Models and Languages for Data and Objects,FMLDO,,,,C,C,C,C,C,,
International Workshop on Foundations of Object-Oriented Languages,FOOL,,,,C,C,C,C,C,,
International Workshop on Functional and Constraint Logic Programming,WFLP,,C,C,C,C,C,C,C,,
International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,,,,C,C,C,C,C,,
International Workshop on Global Optimization,GO,,,,C,C,C,C,C,7.0,14.0
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,B,A,A,A,A,A,A,A,14.0,16.0
International Workshop on Group-Oriented Cryptographic Protocols,GOCP,,,,C,C,C,C,C,,
International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,C,C,C,C,C,C,C,C,,
International Workshop on Hot topics in Peer-to-Peer Systems,HotP2P,,,,C,C,C,C,C,,
"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications",HAI,,,,C,C,C,C,C,,
International Workshop on Image Analysis and Information Fusion,IAIF,,,,C,C,C,C,C,,
"International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques",IWICSS,,,,C,C,C,C,C,,
International Workshop on Information Security Applications,WISA,National: korea,National: korea,National: korea,C,C,C,C,C,26.0,46.0
International Workshop on Intelligent Agents,IWIA,,,,C,C,C,C,C,,
International Workshop on Interactive Entertainment,IDET,,,,C,C,C,C,C,,
International Workshop on Issues in the Theory of Security,WITS,,,,C,C,C,C,C,,
International Workshop on Knowledge Discovery from Data Streams,IWKDDS,,,,C,C,C,C,C,,
International Workshop on Logic Programming and Multi-Agents,LPMA,,,,B,B,B,B,,,
International Workshop on Logic and Complexity in Computer Science,LCCS,,,,C,C,C,C,C,,
International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,,,,C,C,C,C,C,,
International Workshop on Middleware for Grid Computing,MGC,,,,C,C,C,C,C,,
International Workshop on Mobile Commerce and Services,WMCS,,,,C,C,C,C,C,,
International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,,,,C,C,C,C,C,,
International Workshop on Modelling in Software Engineering,MISE,C,C,C,C,C,C,C,C,,
"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,,,,C,C,C,C,C,,
International Workshop on MultiAgent Based Simulation,MABS,C,C,C,C,C,C,C,C,,
"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,,,,C,C,C,C,C,,
International Workshop on Multimedia Signal Processing,MMSP,C,B,B,B,B,B,B,B,24.0,30.0
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,,,,C,C,C,C,C,,
International Workshop on Paraphrasing,IWP,,,,B,B,B,B,B,,
International Workshop on Parsing Technologies,IWPT,,,,B,B,B,B,C,,
International Workshop on Pattern Recognition in Information Systems,PRIS,,,,C,C,C,C,C,,
International Workshop on Post-Quantum Cryptography,PQCrypto,C,C,C,C,C,C,C,C,25.0,43.0
International Workshop on Principles of Diagnosis,DX,C,C,B,B,B,B,B,,,
International Workshop on Quality of Information Systems,QOIS,,,,C,C,C,C,C,,
International Workshop on Randomization and Computation,RANDOM,,A,A,A,A,A,A,A,,
International Workshop on Realising Evidence-based Software Engineering,REBSE,,,,C,C,C,C,C,,
International Workshop on Requirements Engineering Visualization,REV,,,,B,B,B,B,B,,
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,B,B,B,B,B,B,B,B,20.0,29.0
International Workshop on Research Issues in Data Engineering,RIDE,,,,B,B,B,B,B,,
International Workshop on Schema Languages for XML,X-Schemas,,,,C,C,C,C,C,,
International Workshop on Security,IWSEC,National: Japan,National: Japan,National: Japan,B,B,B,B,B,47.0,86.0
International Workshop on Security Protocols,IWSP,,,,C,C,C,C,C,,
International Workshop on Security in Information Systems,WOSIS,,,,C,C,C,C,C,22.0,34.0
International Workshop on Soft Computing Applications,SOFA,National: Romania,National: Romania,National: Romania,C,C,C,C,C,16.0,23.0
International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,,,,C,C,C,C,C,,
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,,,,,,B,B,B,,
International Workshop on Software Product Management,IWSPM,,,,C,C,C,C,C,,
International Workshop on Software Quality,WoSQ,,,,C,C,C,C,C,23.0,36.0
International Workshop on Software Technology for Augmented Reality Systems,IWSTAR,,,,C,C,C,C,C,,
International Workshop on Software and Compilers for Embedded Systems,SCOPES,C,C,A,A,A,A,A,A,,
International Workshop on Temporal Databases,TDB,,,,C,C,C,C,C,,
International Workshop on Visualization for Cyber Security,VizSec,C,C,C,C,C,C,C,C,,
International Workshop on Web Content Caching and Distribution,WCW,,,,B,B,B,B,B,,
International Workshop on Web Information Systems Modelling,WISM,,,,C,C,C,C,C,,
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,C,C,C,C,C,C,C,C,,
International Workshop on the Algorithmic Foundations of Robotics,WAFR,C,C,C,C,C,C,C,C,,
International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,,,,C,C,C,C,C,,
International Workshop on the Web and Databases,WebDB,,,National: USA,C,C,C,C,C,,
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,C,C,B,B,B,B,B,B,16.0,24.0
International Workshops on First-Order Theorem Proving,FTP,,,,B,B,B,B,B,,
International World Wide Web Conference,WWW,A*,A*,A*,A*,A*,A*,A*,A,112.0,169.0
International XML Database Symposium,Xsym,,,,C,C,C,C,C,,
International and Interdisciplinary Conference on Modelling and Using Context,CONTEXT,,C,C,C,C,C,C,C,,
International workshop on High-Level Parallel Programming and Applications,HLPP,C,C,C,C,C,C,C,C,,
Internationale Tagung Wirtschaftsinformatik,DITW,,,,C,C,C,C,C,,
Internet Measurement Conference,IMC,A,A,A,A,A,A,A,A,45.0,70.0
Internet Research,AOIR,,,,C,C,C,C,C,160.0,241.0
Internet Society Conference,INET,,,,C,C,C,C,C,,
Interoperating Geographic Information Systems,INTEROP,,,,C,C,C,C,C,,
Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,A,A,A,A,A,A,A,A,,
Joint AUPEC & EECON,PEC&CON,,,,C,C,C,C,,,
Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing,DIVC,,,,Australasian,Australasian,Australasian,Australasian,C,,
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,C,C,C,C,C,C,C,C,,
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,Multiconference,B,B,B,B,B,A,A,,
Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,,,,C,C,C,C,,,
Joint Conference on Information Sciences,JCIS,,,,C,C,C,C,C,,
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,,,,C,C,C,C,C,,
Joint DICTA & IVCNZ,DICTA/IVCNZ,,,,Australasian,Australasian,Australasian,"Australasin (missed 2013, changed 2019)",,,
Joint European Conference and Exhibition on Geographical Information Systems,JECGI,,,,C,C,C,C,C,,
Joint International Conference on CyberGames and Interactive Entertainment,CGIE,,,,C,C,C,C,C,,
Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In,EFTF/IFCS,,,,C,C,C,C,,,
Joint Modular Languages Conference,JMLC,,,,B,B,B,B,B,,
"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,,,,C,C,C,C,,,
Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,,,,C,C,C,C,C,,
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,,,,B,B,B,B,B,,
Journal of Computing Science in Colleges (Conference proceedings),CCSC,,,,B,B,C,C,C,11.0,17.0
KES International Symposium on Intelligent Decision Technologies,KES IDT,C,C,C,C,C,C,C,C,,
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,,,,,,C,C,C,,
Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,,,,C,C,C,C,C,,
Knowledge Domain Visualisation,KDViz,National: UK,National: UK,National: UK,C,C,C,C,C,,
Knowledge Representation Meets Databases,KRDB,,,,C,C,C,C,C,,
Knowledge Visualization and Visual Thinking,KV,C,C,C,C,C,C,C,C,,
Knowledge and Data Engineering Exchange Workshop,KDEX,,,,C,C,C,C,C,,
Knowledge capture,K-CAP,B,B,A,A,A,A,A,A,16.0,21.0
Kyoto International Conference on Computational Geometry and Graph Theory,KyotoCGGT,,,,C,C,C,C,C,,
"Language Descriptions, Tools and Applications",LDTA,,,,B,B,B,B,B,,
Language Resources and Evaluation Conference,LREC,B,C,C,C,C,C,C,,59.0,85.0
"Language, Data and Knowledge",LDK,C,Unranked: NEW,,,,,,,,
Latin American Conference on Informatics,CLEI,C,C,,,,,,C,11.0,20.0
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,C,C,,,,,,C,,
Law via the Internet,LI,,,,C,C,C,C,C,,
Lexical Semantics and Knowledge Representation,SIGLEX,,,,C,C,C,C,C,,
Logic Programming and Automated Reasoning,LPAR,B,A,A,A,A,A,A,A,,
Logic and Engineering of Natural Language Semantics,LENLS,,,,B,B,B,B,B,,
Logical Foundations of Computer Science,LFCS,National: USA,National: USA,National: USA,B,B,B,B,B,,
"Logics in Artificial Intelligence, European Conference",JELIA,A,A,A,A,A,A,A,A,13.0,18.0
MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,,C,C,C,C,C,C,C,,
MSRI Combinatorial Game Theory Research Workshop,GameTheory,,,,C,C,C,C,C,,
Machine Translation Summit,MT SUMMIT,C,B,B,B,B,B,B,B,,
Machine Vision Applications,MVA,National: japan,National: japan,National: japan,C,C,C,C,C,43.0,76.0
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,C,B,B,B,B,B,B,B,,
Malaysia International Conference on Communications,MICC,Regional,Regional,Regional,Regional,Regional,Regional,Regional,,,
Massively Parallel Processing Using Optional Interconnections,MPPOI,,,,B,B,B,B,B,,
Mathematical Methods in Computer Science,MMICS,,,,C,C,C,C,C,,
Mathematics of Program Construction,MPC,B,B,B,B,B,B,B,B,,
Measurement and Modeling of Computer Systems,SIGMETRICS,A*,A*,A*,A*,A*,A*,A*,A,,
Mechatronics and Machine Vision in Practice,M2VIP,,,,B,B,B,B,B,7.0,9.0
Medical Image Computing and Computer-Assisted Intervention,MICCAI,A,A,A,A,A,A,A,A,96.0,141.0
Medicine Meets Virtual Reality,MMVR,,,,B,B,B,B,B,,
Mensch & Computer,MuC,National: Germany,National: Germany,,,,,,,22.0,28.0
Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science),ENC,,,,C,C,C,C,C,,
Mining for Enhanced Web Search,MEWS,,,,C,C,C,C,C,,
Mobile and Ubiquitous Multimedia (ACM),MUM,B,B,,,,,,B,18.0,28.0
Mobility in Databases and Distributed Systems,MDDS,,,,C,C,C,C,C,,
Modelling and Optimization: Theory and Applications,MOPTA,National: USA,National: USA,National: USA,C,C,C,C,C,,
"Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)",MCA:AS,,,,C,C,C,C,C,,
Multimedia and Network Information Systems,MISSI,National: Poland,National: Poland,,,,,,,,
Multiple Objective Decision Support System Conference,MODSS,,,,C,C,C,C,,,
NAISO Congress on Autonomous Intelligent Systems,NAISO,,,,C,C,C,C,C,,
National Conference of The Australian Society for Operations Research,ASOR,Australasian C,Australasian C,Australasian C,Australasian,Australasian,Australasian,Australasian,,,
National Conference of the American Association for Artificial Intelligence,AAAI,A*,A*,A*,A*,A*,A*,A*,A,,
National Conference of the Australian Robot Association,ARA,,,,Australasian,Australasian,Australasian,Australasian,,,
Natural Language Processing and Knowledge Engineering,IEEE NLP-KE,,,,C,C,C,C,C,,
"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,,,,A,A,A,A,,,
Network Storage Symposium,NetStore,,,,A,A,A,A,,,
Network and Operating System Support for Digital Audio and Video,NOSSDAV,B,B,A,A,A,A,A,A,,
New Security Paradigms Workshop,NSPW,C,C,C,C,C,C,C,C,,
New Technologies Mobility and Security,NTMS,,C,,,,,,,18.0,35.0
New Zealand Game Developers Conference,NZGDC,Australasian C,Australasian C,Australasian C,C,C,C,C,C,,
Nordic Conference on Human-Computer Interaction,NordiCHI,Regional:Scandinavia,Regional:Scandinavia,,,,,,,24.0,30.0
North American Association for Computational Linguistics,NAACL,A,A,A,A,A,A,A,A,132.0,228.0
Open and Distance Learning Association of Australia Bienniel Forum,ODLA,,,,Australasian,Australasian,Australasian,Australasian,,,
Optimal Discrete Structures and Algorithms,ODSA,,,,C,C,C,C,C,,
Optimization: Techniques And Applications,OTA,,,,C,C,C,C,C,,
Organisations and Society in Information Systems Workshop,OASIS,,,,C,C,C,C,C,,
PACES & ICIL,P&I,,,,C,C,C,C,,,
Pacific Asia Conference on Information Systems,PACIS,,,,A,A,A,A,A,24.0,39.0
"Pacific Asia Conference on Language, Information and Computation",PACLIC,C,B,B,B,B,B,B,B,13.0,18.0
Pacific Asian Conference on Expert Systems,PACES,,,,B,B,B,B,B,,
Pacific Conference on Computer Graphics and Applications,PG,Journal Published,Journal Published,A,A,A,A,A,A,,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,B,B,B,B,B,B,B,B,20.0,29.0
Pacific Rim International Symposium on Dependable Computing,PRDC,C,B,B,B,B,B,B,B,13.0,18.0
Pacific Rim Knowledge Acquisition Workshop,PKAW,C,B,B,B,B,B,B,B,,
Pacific Symposium on Biocomputing,PSB,National: USA,National: USA,National: USA,C,C,C,C,C,23.0,46.0
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,B,A,A,A,A,A,A,A,30.0,45.0
Pacific-Asia Workshop on Electronic Commerce,PAWEC,,,,C,C,C,C,C,,
Pacific-Rim Conference on Multimedia,PCM,,,C,C,C,C,C,C,,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,C,B,B,B,B,B,B,B,,
Pan Pacific Conference on Information Systems,PPCIS,,,,C,C,C,C,C,,
Pan-Sydney Area Workshop on Visual Information Processing,VIP,,,,C,C,C,C,C,,
Parallel Computing,PARCO,,C,C,C,C,C,C,C,67.0,102.0
Parallel Problem Solving from Nature,PPSN,A,A,A,A,A,A,A,A,19.0,35.0
Parallel and Distributed Information Systems,PDIS,,,,C,C,C,C,C,7.0,9.0
Participatory Design Conference,PDC,,,,B,B,B,B,B,19.0,36.0
Passive and Active Measurement Conference,PAM,B,B,B,B,B,B,B,B,20.0,29.0
Pattern Languages of Programs,PLOP,C,B,B,B,B,B,B,B,13.0,23.0
Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,,,,A,A,A,A,,,
Portuguese Conference on Artificial Intelligence,EPIA,National: Portugal,National: Portugal,Regional,Regional,,,,B,16.0,21.0
Post-Graduate ADFA Conference on Computer Science,PACCS,,,,,L,L,L,,,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,,,,C,C,C,C,C,,
Practical Applications of Agents and Multiagent Systems,PAAMS,National: Spain,B,C,C,Unranked,Unranked,,,13.0,21.0
Practical Aspects of Declarative Languages,PADL,C,B,B,B,B,B,B,B,,
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,,,,C,C,C,C,C,,
Practice and Theory of Automated Timetabling,PATAT,C,B,B,B,B,B,B,B,,
Practices of Linking Aspect Technology and Evolution,PLATE,,,,C,C,C,C,C,,
Prague Stringology Conference,PSC,National: Czech,National: Czech,National: Czech,C,C,C,C,C,15.0,23.0
Principles and Practice of Parallel Programming,PPoPP,B,A,A,A,A,A,A,A,33.0,48.0
Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,A,A,B,B,B,B,B,B,,
Privacy in Statistical Databases,PSD,C,C,C,C,C,C,C,C,,
"Processing Declarative Knowledge, International Workshop",PDK,,,,C,C,C,C,C,,
Product Focused Software Process Improvement,PROFES,B,B,B,B,B,B,B,B,18.0,24.0
Program Visualization Workshop,PVW,,,,C,C,C,C,C,,
Programming Language Techniques for XML,PLAN-X,,,,C,C,C,C,C,,
ProjMAN - International Conference on Project MANagement,ProjMAN,,,,Unranked,,,,,,
Real Time Systems Symposium,RTSS,A*,A*,A*,A*,A*,A*,A*,A,20.0,33.0
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,,,,C,C,C,C,C,,
Relationships and Associations in Object-Oriented Languages,RAOOL,,,,C,C,C,C,C,,
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,National: USA,National: USA,National: USA,C,C,C,C,C,,
Robot Soccer World Cup,RoboCup,C,B,B,B,B,B,B,B,,
Robotics: Science and Systems,RSS,TBR,,,A*,A*,A*,A*,A,66.0,114.0
RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,,,,B,B,B,C,C,,
SGAI International Conference on Artificial Intelligence,SGAI,National: UK,National: UK,National: UK,C,C,C,C,C,,
SIAM Conference on Discrete Mathematics,DM,C,C,C,C,C,C,C,C,26.0,32.0
SIAM Conference on Geometric Design,GeoD,,,,C,C,C,C,C,,
SIAM Conference on Optimization,OP,C,C,C,C,C,C,C,C,,
SIAM International Conference on Data Mining,SDM,A,A,A,A,A,A,A,A,36.0,63.0
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,,,,C,C,C,C,C,,
SIGGRAPH Asia,SiggraphA,journal published,journal published,journal published,journal published,B,B,B,B,25.0,43.0
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,,,,C,C,C,C,C,,
SIGOPT - International Conference on Optimization,ICO,,,,C,C,C,C,C,,
SKLOIS Conference on Information Security and Cryptology,Inscrypt,National: China,National: China,National: China,National: China,B,B,B,B,,
