id,title,acronym,paper_count,paper_text,status
CHI,International Conference on Human Factors in Computing Systems,CHI,2,"Hiệu quả diệt khuẩn Enterococcus faecalis của các dung dịch bơm rửa trong điều trị nội nha: Mục tiêu: Đánh giá hiệu quả kháng khuẩn Enterococcus faecalis của các dung dịch nano bạc AgNPs 62,5 ppm, Sodium hypoclorit 3% và Chlorhexidine 2 % trong bơm rửa nội nha.

Đối tượng và phương pháp nghiên cứu: 44 chân răng cối nhỏ hàm dưới một ống tủy được chuẩn hóa kích thước ống tủy tương đồng, hấp vô khuẩn, bít kín lỗ chóp. Hoạt hóa vi khuẩn đông khô E. faecalis, nuôi cấy 21 ngày trong các chân răng. Bơm rửa ống tủy các chân răng với dung dịch nước muối 0,9% (nhóm 1); AgNPs 62,5 ppm (nhóm 2); NaOCl 3 % (nhóm 3); CHX 2 % (nhóm 4), bơm rửa 2ml dung dịch trong 1 phút. Sau đó, lấy mẫu vi khuẩn trong ống tủy để xét nghiệm Real-time PCR xác định chỉ số Ct.

Kết quả: Chỉ số Ct trung bình các nhóm 1, 2, 3, 4 lần lượt là 21,82; 22,33; 25,94 và 24,95. Chỉ số Ct ở nhóm bơm rửa nước muối khác biệt có ý nghĩa thống kê với các nhóm bơm rửa NaOCl 3 %, CHX 2 % (p <0,05), nhưng không khác nhóm bơm rửa nano bạc.

Kết luận: Bơm rửa nội nha với 2ml dung dịch NaOCl 3 % hoặc CHX 2 % trong 1 phút có hiệu quả diệt khuẩn E. faecalis tốt hơn dung dịch NaCl 0,9% hoặc AgNPs 62,5 ppm.

Từ khóa: nano bạc; nội nha; Enterococcus faecalis

Tần suất và ý nghĩa tiên lượng của tăng bilirubin trên bệnh nhân hồi sức tích cực: Mục tiêu: Tăng bilirubin là một rối loạn thường gặp trên bệnh nhân hồi sức tích cực (HSTC). Tuy nhiên, giá trị tiên lượng của tăng bilirubin, đặc biệt theo mức độ, loại tăng bilirubin (trực tiếp và gián tiếp), nguyên nhân tăng (tắc nghẽn và không do tắc nghẽn đường mật) vẫn chưa được hiểu biết đầy đủ.

Đối tượng và phương pháp nghiên cứu: Nghiên cứu hồi cứu, đơn trung tâm trên 385 bệnh nhân có xét nghiệm bilirubin trong vòng 48 giờ đầu sau nhập HSTC. Tăng bilirubin được định nghĩa là bilirubin toàn phần > 1 mg/dL và chia thành ba mức độ: độ 1 (1,1–2 mg/dL), độ 2 (2,1–6 mg/dL), và độ 3 (> 6 mg/dL). Mối liên quan giữa tăng bilirubin và tử vong nội viện được phân tích bằng hồi quy logistic đơn biến và đa biến, với lựa chọn biến từng bước từ các biến có ý nghĩa trong phân tích đơn biến.

Kết quả: Tỉ lệ tăng bilirubin toàn phần là 48,6%, trong đó 23,1% có nồng độ ≥ 2 mg/dL, phần lớn không do tắc nghẽn. Nguy cơ tử vong tăng dần theo mức độ tăng bilirubin (OR độ 2 = 3,61; OR độ 3 = 7,87; p <0,001). Bilirubin toàn phần là yếu tố tiên lượng độc lập với tử vong nội viện (OR = 1,16, KTC 95% 1,08–1,28, p <0,001). Tăng bilirubin trực tiếp ưu thế thường gặp hơn ở nhóm tử vong (57,7% so với 42,3%, p = 0,007), và có tỷ lệ tử vong cao hơn so với nhóm gián tiếp ưu thế sau phân tích hậu kiểm.

Kết luận: Bilirubin là một chỉ dấu sinh học có giá trị tiên lượng độc lập, cần được theo dõi thường quy để sớm phát hiện bệnh nhân nguy cơ cao.",success
CHI PLAY,Annual Symposium on Computer-Human Interaction in Play,CHI PLAY,0,,skipped-no-papers
CHIIR,ACM SIGIR Conference on Human Information Interaction and Retrieval,CHIIR,0,,skipped-no-papers
CHIRA,International Conference on Computer-Human Interaction Research and Applications,CHIRA,1,"Human-cobot Teams: Exploring Design Principles and Behaviour Models to Facilitate the Understanding of Non-verbal Communication from Cobots: Now that collaborative robots are becoming more widespread in industry, the question arises how we can make them better co-workers and team members. Team members cooperate and collaborate to attain common goals. Consequently they provide and receive information, often non-linguistic, necessary to accomplish the work at hand and coordinate their activities. The cooperative behaviour needed to function as a team also entails that team members have to develop a certain level of trust towards each other. In this paper we argue that for cobots to become trusted, successful co-workers in an industrial setting we need to develop design principles for cobot behaviour to provide legible, that is understandable, information and to generate trust. Furthermore, we are of the opinion that modelling such non-verbal cobot behaviour after animal co-workers may provide useful opportunities, even though additional communication may be needed for optimal collaboration. 
 
Marijke Bergman, Elsbeth de Joode, +1 author Janienke Sturm 
Published in CHIRA 2019 
Computer Science",success
CHI_PLAY,Annual Symposium on Computer-Human Interaction in Play,CHI_PLAY,0,,skipped-no-papers
CIAA,International Conference on Implementation and Application of Automata,CIAA,0,,skipped-no-papers
CIAC,International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,0,,skipped-no-papers
CIARP,International Conference on Image Analysis and Processing,CIARP,0,,skipped-no-papers
CIBCB,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,0,,skipped-no-papers
CICLING,International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,0,,skipped-no-papers
CICM,19th Conference on Intelligent Computer Mathematics,CICM,0,,skipped-no-papers
CIDM,IEEE Symposium on Computational Intelligence and Data Mining,CIDM,0,,skipped-no-papers
CIDR,Conference on Innovative Data Systems Research,CIDR,0,,skipped-no-papers
CIEAEM,Commission Internationale pour l’Etude et l’Amélioration de l’Enseignement des Mathématiques,CIEAEM,0,,skipped-no-papers
CIKM,Conference on Information and Knowledge Management,CIKM,0,,skipped-no-papers
CIMA,International Workshop on Combinations of Intelligent Methods and Applications,CIMA,0,,skipped-no-papers
CIS,The 22nd International Conference on Computational Intelligence and Security (CIS'2026),CIS,0,,skipped-no-papers
CIS & RAM,Conference on Information Systems and Reliability and Availability Management,CIS & RAM,0,,skipped-no-papers
CISIS,9th International Conference on Computational Intelligence and Intelligent Systems,CISIS,0,,skipped-no-papers
CISS,Conference on Information Sciences and Systems,CISS,1,"Learning with Digital Tools vs. Learning Through Digital Tools in Physical Education: Impacts on Student Perceptions: Introduction Digital technologies are increasingly integrated into physical education (PE), primarily as tools for supporting skill acquisition (Jastrow et al., 2022). However, digital technologies hold additional educational potential by fostering digital competencies, aligning with the concept of an educating PE (“erziehender Sportunterricht”) (e.g., Wibowo et al., 2023). A key factor for adopting technology-based learning has been identified as perceived ease of use (PEU) and perceived usefulness (PU) (Granić & Marangunić, 2019). Therefore, this study investigates the effects of two intervention types on PEU and PU: (1) learning with digital tools (LWD), aimed at skill acquisition, and (2) learning with and through digital tools (LWTD), targeting skill acquisition and digital competency development. We hypothesized that LWTD would result in higher PEU and PU post-intervention. 
Methods This quasi-experimental field study involved 33 students (14 females; age M = 14.4 ± 0.6 years) in regular PE classes over three weeks, learning the Fosbury flop with either an LWD (N = 16) or LWTD (N = 17) intervention. In LWD, the teacher provided feedback using Coach's Eye weekly, while in LWTD, students progressively learned to use the app independently. Perceived ease of use (PEU) and perceived usefulness (PU) were assessed (adapted from Roth & Beege, 2024) at pretest, after the second intervention, and posttest. The data were analyzed with mixed-factorial ANOVAs with group as between-subject and time as within-subject factor. 
Results Both PU, F(2, 62) = 4.06, p < .05, ηp² = 0.12, and PEU, F(1.69, 52.30) = 22.76, p < .05, ηp² = 0.42, showed significant increases over time. Contrary to expectations, LWD consistently exhibited higher PU than LWTD across all measurement points, especially at posttest (LWD: M = 3.84 ± 0.6; LWTD: M = 3.37 ± 0.7). However, this interaction was statistically not significant, F(2, 62) = 1.51, p = .23, ηp² = 0.05. 
Discussion/Conclusion Incorporating digital technologies in PE positively influenced students' perceived ease of use and usefulness of these tools. However, empowering students to independently use the tool – thereby enhancing their digital competencies – did not result in a more positive perception. Despite this, lesson observations revealed that students increased their tool usage and demonstrated comparable confidence in using Coach's Eye over the intervention. These findings provide first insights into the potential to develop digital competencies in PE. 
References 
Granić, A., & Marangunić, N. (2019). Technology acceptance model in educational context: A systematic literature review. British Journal of Educational Technology, 50(5), 2572–2593. https://doi.org/10.1111/bjet.12864 
Jastrow, F., Greve, S., Thumel, M., Diekhoff, H., & Süßenbach, J. (2022). Digital technology in physical education: A systematic review of research from 2009 to 2020. German Journal of Exercise and Sport Research, 52(4), 504–528. https://doi.org/10.1007/s12662-022-00848-5 
Roth, A.-C., & Beege, M. (2024). Attitudes of students towards the use of video-based media in physical education. Current Issues in Sport Science (CISS, 9(2), 067. https://doi.org/10.36950/2024.2ciss067 
Wibowo, J., Genfeld, L., Hofmann, R., & Wolters, H. (2023). Digitale Tools und Digitalität im Sportunterricht als Bedingungen von Bewegungsbildung. In E. Balz & T. Bindel (Eds.), Bildungszugänge im Sport. Bildung und Sport (pp. 147–162). Springer. https://doi.org/10.1007/978-3-658-38895-9_12 
 ",success
